tweet,date,city,user_location,id,link
Lo más interesante de armar navidad es escuchar a mi abuela contando la historia de cada muñeco,2020-11-20 01:22:57,Bogotá,Bogota,1329596057739735041,https://twitter.com/i/web/status/1329596057739735041
"Quienes aprovechen la Navidad 🎄 en Deportenis, gozarán de envíos gratis por compras superiores a $300.000 😜
https://t.co/taAF4X4eHd",2020-11-20 01:20:00,Bogotá,"Bogotá, Colombia",1329595314248925185,https://twitter.com/i/web/status/1329595314248925185
No veo la gravedad de hacer una Navidad en Medellín con homenaje a las fiestas nacionales; una de estas es la de un diablo ¿qué tan terrible?,2020-11-20 01:16:33,Bogotá,Bogotá Colombia,1329594446728589312,https://twitter.com/i/web/status/1329594446728589312
"La Honesta presidenciable @ClaudiaLopez 🙄🐀
1) No entiendo el Objeto Contractual
2) ¿La navidad dura hasta Marzo?
La que habla de honestidad y es una payasa, la misma q no deja entrar a los Paperos pero si permite marchas y mierderos https://t.co/3GpsaZuBXn",2020-11-20 01:09:36,Bogotá,Bogota,1329592697640935424,https://twitter.com/i/web/status/1329592697640935424
Quiero galletas de navidad 🥺,2020-11-20 01:05:51,Bogotá,"Villavicencio, Colombia",1329591755638005760,https://twitter.com/i/web/status/1329591755638005760
"@EmelynJaimes Quizas para Navidad que haya Re-Stock. En Colombia tambien es misión imposible, y pagar por el más de los 500 USD que cuesta es muy mal negocio.",2020-11-20 00:57:23,Bogotá,Bogotá - Colombia,1329589624419856392,https://twitter.com/i/web/status/1329589624419856392
"Concurso de navidad «Un regalo para Villavo, un regalo para mi barrio» recorrerá la ciudad
https://t.co/YaFdpsIvUV https://t.co/WYYeHBsatm",2020-11-20 00:55:47,Bogotá,"Villavicencio, Colombia",1329589221586333696,https://twitter.com/i/web/status/1329589221586333696
La magia de la navidad llega a Mi Casa. Mañana 20 de noviembre nos llenamos de luz para recibir con gran alegría estas fiestas. Visítanos y disfrutemos juntos del encendido navideño. 🌟 https://t.co/2e7be7OCTg,2020-11-20 00:53:07,Bogotá,Bogotá,1329588549017100288,https://twitter.com/i/web/status/1329588549017100288
"Uds se imaginan que su novia les llegue con un ps5 para navidad, solo imaginen por que eso nunca sucederá, ni con el viento de la rosa de Guadalupe",2020-11-20 00:43:29,Bogotá,lerida tolima,1329586125594357760,https://twitter.com/i/web/status/1329586125594357760
"¡Aun no llega navidad y nosotros ya estamos así! ⏬
¿Ustedes también? Respóndenos con un Gif 
.
.
.
#EstafadorasDeWallStreet #Hustlers #Cine #Movie https://t.co/qsr3OkVhtF",2020-11-20 00:31:11,Bogotá,Bogotá Colombia,1329583030651019270,https://twitter.com/i/web/status/1329583030651019270
"P&amp;M habló con Ted Ketterer, director de mercadeo en The Coca Cola Company Colombia, para ahondar sobre las fuentes de inspiración, el mensaje, la comunicación y todo el trabajo creativo detrás de cada una de las campañas de navidad de la marca: https://t.co/f4z6nNvf1C",2020-11-20 00:30:16,Bogotá,"Bogotá, Colombia",1329582797657346050,https://twitter.com/i/web/status/1329582797657346050
"""Wonder Woman 1984"" se verá en cines y HBO Max en Navidad https://t.co/uHsg2OoXgI",2020-11-20 00:29:01,Bogotá,"Bogotá, Colombia",1329582486137962496,https://twitter.com/i/web/status/1329582486137962496
Estoy entre colgar las luces de Navidad o colgarme yo🙂.,2020-11-20 00:23:54,Bogotá,"Soacha, Colombia",1329581196595122180,https://twitter.com/i/web/status/1329581196595122180
"‘UN REGALO PARA VILLAVO, UN REGALO PARA MI BARRIO’ EL CONCURSO DE NAVIDAD QUE RECORRERÁ LA CIUDAD https://t.co/nR6qyqxVpO",2020-11-20 00:19:19,Bogotá,villavicencio,1329580044252012545,https://twitter.com/i/web/status/1329580044252012545
"Los Paisas no podemos permitir que Quinteto y EMP, se burlen de nuestros alumbrados de navidad, utilizando figuras diabólicas, donde celebramos el nacimiento del niño Dios y que nos respete que no estamos en un carnaval. Nos sentimos indignados. #RevocatoriaDanielQuintero.",2020-11-20 00:19:05,Bogotá,"Risaralda, Colombia",1329579985141723136,https://twitter.com/i/web/status/1329579985141723136
¿Vamos a ver lucecitas de navidad y a tomar aromática ? 🥰,2020-11-20 00:14:07,Bogotá,Bogota,1329578734467354632,https://twitter.com/i/web/status/1329578734467354632
La Navidad sin #VanessaHudgens no sería igual 🎄❄️⛄️,2020-11-20 00:12:07,Bogotá,"Manizales, Caldas",1329578231528370178,https://twitter.com/i/web/status/1329578231528370178
@SZZ888 Pero es que apenas es noviembre y la magulla se come en navidad o me tengo que preocupar porque tampoco he comido 😥,2020-11-20 00:10:47,Bogotá,"Armenia, Colombia",1329577894910324739,https://twitter.com/i/web/status/1329577894910324739
quieres un novio chimba para navidad?? llega al dm,2020-11-20 00:06:01,Bogotá,"Ibagué, Colombia",1329576697470066690,https://twitter.com/i/web/status/1329576697470066690
"@sanchez_jaen Eso me parecía que, al congelar, iba a perder textura. Cogeré la más pequeña y congelare el asunto es que en Navidad no hay a la venta. Acá o aprovechas el momento o...",2020-11-20 00:04:52,Bogotá,"Bogotá, D.C., Colombia",1329576406045569029,https://twitter.com/i/web/status/1329576406045569029
"Ustedes no se imaginan la tristeza tan profunda que empiezo a sentir por las fechas que se avecinan.
Navidad si que da duro!",2020-11-20 00:04:45,Bogotá,"Pereira, Colombia",1329576378044387328,https://twitter.com/i/web/status/1329576378044387328
quieres una novia chimba para navidad?? llega al dm 🤪,2020-11-20 00:01:32,Bogotá,"Soacha, Colombia",1329575566887051265,https://twitter.com/i/web/status/1329575566887051265
Yo no le voy a poner luces de navidad a mi casa porque nada brilla mas que yo.,2020-11-19 23:59:35,Bogotá,Ibagué Papi,1329575077680205826,https://twitter.com/i/web/status/1329575077680205826
La Navidad llega al CC Fontanar llena de magia y cuidados para todos @colectivo_pr @ingridwobst @FontanarCC #cnnireport #Entretenimiento #cultura #fashionista #fashionblogger #Belleza #salud #F4F #f4follow #fashionable #chicas #Fashion #Trending #TBT #chic https://t.co/RFI5oXMval,2020-11-19 23:54:36,Bogotá,Bogotá-Colombia,1329573825026158594,https://twitter.com/i/web/status/1329573825026158594
@Palejaz Pues esta bien.. Navidad jajaja https://t.co/W46suA4kbv,2020-11-19 23:49:38,Bogotá,"Ibagué, Colombia",1329572574385360896,https://twitter.com/i/web/status/1329572574385360896
"Eslovenia donará el gran árbol de Navidad que se alzará en la Plaza de San Pedro. El árbol de 28 metros de altura, procede de la región eslovena de Kočevje.",2020-11-19 23:47:23,Bogotá,Bogotá,1329572009408335875,https://twitter.com/i/web/status/1329572009408335875
"🔥⚽🎅Zlatan Navidad ⚽🎅🔥

En Italia, se agotaron todas las unidades del PS5 tras su lanzamiento. Y aún así Zlatan Ibrahimovic se las arregló para conseguir y regalarles la consola a sus compañeros del Milan, que le agradecieron por Instagram. 

🔥⚽CRACK EN TODO⚽🔥 https://t.co/jRG7HRkoq8",2020-11-19 23:46:02,Bogotá,"Manizales, Colombia",1329571669283893249,https://twitter.com/i/web/status/1329571669283893249
"Me ha llegado este material de Alba.  ¿Los expertos podrían indicarme algún sistema de conservación que, ojalá, me permita lleguen (al menos en parte) a Navidad. Muchas gracias. https://t.co/oVLiuqCsoT",2020-11-19 23:39:35,Bogotá,"Bogotá, D.C., Colombia",1329570044427243528,https://twitter.com/i/web/status/1329570044427243528
"#tbt navidad blanca @theatronbogota con @bella.castiblanco 

#koralito #fernandokoral #tenazmarica #theatron #memories #flashback #dragqueen #producer #entertainer #igers #igerscolombia en THEATRON DE PELICULA https://t.co/Vix9S5lT9g",2020-11-19 23:31:13,Bogotá,De tu propia tierra soy.,1329567939721355266,https://twitter.com/i/web/status/1329567939721355266
@Pachovelez10 Fabuloso Pacho. Buen regalo de navidad.,2020-11-19 23:22:57,Bogotá,Ibague- Colombia,1329565858331549698,https://twitter.com/i/web/status/1329565858331549698
"#FUTBOLxSDM 📲⚽️
¡ZLATAN NOEL! 🎅🏻
Ibrahimovic se adelantó a la navidad y le regaló un #PS5 a todos los jugadores del Milán 🇮🇹 Etiqueta a tu amigo que te regala el Play 5 😅😅⬇️ https://t.co/BhGEw8AKux",2020-11-19 23:21:00,Bogotá,"Bogotá, Colombia",1329565367958695936,https://twitter.com/i/web/status/1329565367958695936
Dios os bendiga sigo ofreciendo mis artesanías con sentido social para tratamiento enfermedad huerfana neurodegenerativa. Al comprarmen me dan alegria en mi navidad y la de mi madre Whatsapp 3104937745 https://t.co/Eyzuy8bBPT,2020-11-19 23:20:44,Bogotá,"Pereira, Colombia",1329565300937863168,https://twitter.com/i/web/status/1329565300937863168
¡Celebra la navidad andando en bici! 🎄😍🚲‍ Registra tus facturas de compra de mínimo $20.000 y por cada $100.000 pesos acumulables podrás ganar una de las 20 Bicicletas todoterreno que estaremos entregando. 😉🚴🏻🚴🏾‍♀️ *Aplican términos y condiciones. #CentroChiaCC https://t.co/n6sW4FZjBW,2020-11-19 23:17:47,Bogotá,"Chía, Colombia",1329564559221403656,https://twitter.com/i/web/status/1329564559221403656
"@QuinteroCalle Exacto. Si supieran lo que significa cada abominación o ajora que llega diciembre por lo menos investigarán las 7 verdades sobre la Navidad, el enfoque se haría diferente en las fiestas.",2020-11-19 23:16:39,Bogotá,Bogotá - Colombia ,1329564274159722500,https://twitter.com/i/web/status/1329564274159722500
Se acerca la temporada de compras de Navidad y nuestro podcast #NotiSIC te ofrece recomendaciones para que seas un consumidor informado y responsable. Escucha este programa de la #SICSuper en https://t.co/8nuXAOVIiC https://t.co/gTNmOjqoep,2020-11-19 23:15:48,Bogotá,Bogotá-Colombia,1329564060594139136,https://twitter.com/i/web/status/1329564060594139136
"¿Buscando qué regalar de navidad🎄? Te lo tenemos 😱 ¡ Invita a tu familia y amigos este 2️⃣8️⃣ de noviembre a preparar una deliciosa milhoja 🤤 con el chef Alejandro Gutierrez de @salvopatria !
•
Inscríbete YA en https://t.co/vXkyNhTpFO y Únete 💪🏻 a #unamilhojaporlanutricion 💫 https://t.co/LQRraQ8mCd",2020-11-19 23:10:00,Bogotá,"Bogotá, Colombia",1329562598648524801,https://twitter.com/i/web/status/1329562598648524801
@GloriaMaria_T @nelsonpte123 @DEISYAL17 @QuinteroCalle Yo no le considero cristiana. Así que ni fu ni fa. Muchos no cristianos celebran navidad. ¿Les van a llamar paganos también? Ahora es una fecha dónde se rumbea.,2020-11-19 23:06:02,Bogotá,Bogotá,1329561603352784896,https://twitter.com/i/web/status/1329561603352784896
"Este año saco lo mejor de nosotros y en la #FamiliaClaro seguiremos conectando a millones de colombianos en la mejor época del año, por eso sonríe, dale la bienvenida a la Navidad y a la #MagiaYEsperanza ❄☃ conoce más aquí 👉 https://t.co/YCfXcHR3JM https://t.co/LcyIAacZWW",2020-11-19 23:04:45,Bogotá,Bogotá - Colombia,1329561280185651201,https://twitter.com/i/web/status/1329561280185651201
"Entonces el América eventualmente podría quedarse fuera de los ocho, y a las águilas llegarle su Navidad.,vea pues.",2020-11-19 22:55:55,Bogotá,Bogotá,1329559057473167365,https://twitter.com/i/web/status/1329559057473167365
"@Macb_05 @mario_tobo @QuinteroCalle Eso no es cuestión de darselas de culto o sabiondo es de preferencias y la navidad Colombiana es con Jesus y la virgen por muchos años de unión y de estar en familia de felicidad, no de Lucifer ni de diablitos sobados.",2020-11-19 22:55:49,Bogotá,Bogotá,1329559030088536064,https://twitter.com/i/web/status/1329559030088536064
@Una_mamerta_mas Como a maraca en navidad. 🤭,2020-11-19 22:43:28,Bogotá,BOGOTA,1329555923665350657,https://twitter.com/i/web/status/1329555923665350657
“Eterna Navidad: Celebremos” https://t.co/2ydk3o9ihY,2020-11-19 22:24:03,Bogotá,"Pereira, Colombia",1329551034478436353,https://twitter.com/i/web/status/1329551034478436353
"Nuestros amplios pasillos permiten que te sientas muy seguro mientras nos visitas, aprovecha este 21 de Noviembre para adelantar las #Compras de #navidad.

#DiaSinIva #Bogota #CentrosComerciales  #Descuentos #ParqueaderoGratis #BulevarNiza https://t.co/6yShtFm4WJ",2020-11-19 22:21:02,Bogotá,Bogotá ,1329550278274768901,https://twitter.com/i/web/status/1329550278274768901
"Piensa como adulto 🧏
Vive como Joven 🤸
Aconseja como anciano 🤶, y 
Sueña como niño 🦸

#dream #liveyourlife #thinking #navidad #boy en Centro Comercial Andino https://t.co/OnUKnLdN1h",2020-11-19 22:19:14,Bogotá,"Medellín, Colombia",1329549824568537091,https://twitter.com/i/web/status/1329549824568537091
Las cámaras de comercio del Tolima lideran campaña “Adelantamos la Navidad” https://t.co/6Za9Wn1C7Y,2020-11-19 22:17:19,Bogotá,"Ibagué, Tolima",1329549340868833280,https://twitter.com/i/web/status/1329549340868833280
"Teniendo en cuenta que mi hermano, mi cuñada y su familia y mi mamá ya saben de mi tema, Si acaso llego a pasar navidad con ellos ya no fingire más. Esta será la primera navidad en la que seré Yukio no importa qué.Allá mi mamá si se quiere amargar pero ya estoy grandecito e.e",2020-11-19 22:15:54,Bogotá,"Bogotá,Colombia",1329548984214491138,https://twitter.com/i/web/status/1329548984214491138
Necesito que alguien me regale el soundtrack de Peaky Blinders en vinilo de navidad. Gracias.,2020-11-19 22:12:19,Bogotá,Bogotá ,1329548082892185607,https://twitter.com/i/web/status/1329548082892185607
Te puedo pedir de navidad?,2020-11-19 22:05:07,Bogotá,"Bogotá, Colombia",1329546270936080391,https://twitter.com/i/web/status/1329546270936080391
"Además estoy comiendo bocha de salmón, atún, cerdo y no pago por una comida desde hace un mes, a menos que realmente se me antoje algo tipo pizza o pasta.
Todo sin lavar una copa. Un saludo a los kumpas que en navidad van a tener que reemplazar hasta el mantecol con polenta.",2020-11-19 22:01:46,Bogotá,Dinamarca,1329545427021148169,https://twitter.com/i/web/status/1329545427021148169
Un panite que me invite a armar un árbol de navidad puuuuesss,2020-11-19 21:58:40,Bogotá,"Pereira, Colombia",1329544647547478019,https://twitter.com/i/web/status/1329544647547478019
@JuMaJaRa Tweet del bienpensante diciendo que la Navidad es una celebración pagana y que los ateos también tienen derecho a celebrar como quieran https://t.co/gh764nxhJq,2020-11-19 21:56:00,Bogotá,"Ibague, colombia",1329543977700384774,https://twitter.com/i/web/status/1329543977700384774
"#Música - #NavidadEnFamilia"", la producción navideña de la banda peruana @caminodevida - https://t.co/xP62HqdZn8 https://t.co/pIeT0kHvDK",2020-11-19 21:52:08,Bogotá,Bogotá,1329543004353388544,https://twitter.com/i/web/status/1329543004353388544
Hoy como que todo el mundo armó la navidad o q,2020-11-20 05:11:56,Medellín,,1329653681906708485,https://twitter.com/i/web/status/1329653681906708485
"La ""derecha"" que se ofende por una figura de Navidad y no por el daño que le han hecho a la economía con el #QuedateEnCasa es la que nos tiene al borde de caer bajo un régimen de izquierda.",2020-11-20 05:05:36,Medellín,Medellin,1329652090747183104,https://twitter.com/i/web/status/1329652090747183104
"Remixear una de mis canciones favoritas de salsa me choca, pero lo que hizo mencionando a reggaetoneros como en la original a salseros es perfecto.

Don Omar - Navidad Pa' La Calle (Audio Oficial) https://t.co/WNLzkbI95b a través de @YouTube",2020-11-20 05:04:54,Medellín,Medellín,1329651912338182145,https://twitter.com/i/web/status/1329651912338182145
"@AlejaCorreaP Le repito.  Mi hijo tiene 23. No vive acá. No le importa.

Llego hasta aca No creo nos pondremos acuerdo.  Disfrute su fiesta de navidad como bien le parezca.  Así debe ser.  

Pero siquiera quitaron esas cosas de tan MAL GUSTO 😜",2020-11-20 04:27:46,Medellín,"Medellin, Colombia",1329642568284516353,https://twitter.com/i/web/status/1329642568284516353
Extrañaba TANTO la navidad ah yes derepente soy papa noel,2020-11-20 04:25:59,Medellín,"Medellín, Colombia",1329642119024271362,https://twitter.com/i/web/status/1329642119024271362
"@QuinteroCalle Alcalde Daniel Quintero los Católicos oramos por usted,  oramos cuando su bebé estaba delicada cirugía y por su esposa,  seguiremos orando por usted y pidiéndole a Dios todo poderoso nuestro Señor Jesucristo por usted ,  le pido no se burle de la navidad del nacimiento de mi Dios",2020-11-20 04:24:28,Medellín,medellin,1329641736570859523,https://twitter.com/i/web/status/1329641736570859523
@QuinteroCalle @EducacionMed @soyalejangu Tan orgullosos que amarraron la prima de navidad hasta diciembre aún cuando secretaría de Antioquia sí la paga mañana.,2020-11-20 04:22:14,Medellín,"Medellín, Colombia",1329641175364608000,https://twitter.com/i/web/status/1329641175364608000
@arangol007 @apelaezc Entonces deje vivir. Porque la Navidad no tiene que ver nada con religión. Mucha camándula y poca lectura. Le recomiendo abrir un poco más la cabeza.,2020-11-20 04:15:52,Medellín,"Medellín, Colombia",1329639572347740165,https://twitter.com/i/web/status/1329639572347740165
Dato navideño: rudolph es la adaptación de la historia del papito feo con personajes de navidad,2020-11-20 04:13:20,Medellín,"Medellín, Colombia ",1329638935769849857,https://twitter.com/i/web/status/1329638935769849857
"@QuinteroCalle No justifique tanto señor alcance, aunque desde una parte de nuestra sociedad se manifieste un resentimiento hacia el cristianismo, de forma general se ha manifestado que la tradición de la navidad se conserva (cada tema en su momento), no es poner luces por ponerlas.",2020-11-20 04:05:34,Medellín,"Medellin, Antioquia, Colombia",1329636982843203584,https://twitter.com/i/web/status/1329636982843203584
#disco #vinil #ardillitas #Navidad  de esos clásicos https://t.co/7UaBYtetQm,2020-11-20 03:53:15,Medellín,ciudad universitaria,1329633882820382725,https://twitter.com/i/web/status/1329633882820382725
